Facility Type,Name,Atoll,Island,Phone,Email
Guest House,Muladdu Inn,Seenu,Feydhoo,7777288,bookings@muladdu.com
Home Stay,Fiyala HomeStay,Seenu,Feydhoo,7762926,Fiyalamaldives@gmail.com
Hotel,Equator Village,Seenu,Gan,6899000,"reservations@equatorvillage.com

Website: 	https://www.equatorvillage.com/"
Guest House,Abuharee Grand,Seenu,Hithadhoo,9393666,afza@abuharee.com
Guest House,Clove Beach,Seenu,Hithadhoo,7899445,info@clovebeach.com
Guest House,Lagoon Lodge,Seenu,Hithadhoo,7675585,lagoonlodges2@gmail.com
Guest House,Rekidhiye Inn,Seenu,Hithadhoo,7773098,bushree@hotmail.com
Guest House,Roava Beach Escape,Seenu,Hithadhoo,7472019,stays@roavabeachescape.com
Home Stay,Kilavethi Retreat,Seenu,Hithadhoo,9732091,reservations@maafendhoo-mv.com
Home Stay,The Rose Garden House,Seenu,Hithadhoo,7815533,therosegardenhouse@gmail.com
Guest House,One On Inn,Seenu,Maradhoo,7774342,1on.inhotel@gmail.com
Guest House,Raivara Maldives,Seenu,Maradhoo,9199719,salason@gmail.com
Guest House,True South,Seenu,Maradhoo,7415750,regeneration.mv@gmail.com
Guest House,Asseyri Guest House,Seenu,Maradhoo Feydhoo,9921216,reservations@asseyriguesthouse.com
Guest House,Lodger Guest House,Seenu,Maradhoo Feydhoo,"6891779
7616905","maazsharafulla@gmail.com
anmaaz8898@gmail.com"
Home Stay,Transit Tower,Seenu,Maradhoo Feydhoo,7941314,adhamshamoon@gmail.com
Guest House,Charming Holiday Lodge,Seenu,Meedhoo,"6895018 
7943884",reservations@charmingholidaylodge.com
Guest House,Coral Crown,Seenu,Meedhoo,7776968,coralcrownmaldives@gmail.com
Guest House,Manta Beach Retreat,Seenu,Meedhoo,7916005,info@mantabeachretreat.com
Guest House,Pinewood Hideaway,Seenu,Meedhoo,9166699,mohamedalihussain@hotmail.com
Home Stay,Coral Stone Haven,Shaviyani,Bilehfahi,7641164,coralstonehaven@gmail.com
Guest House,Hello Ocean View,Shaviyani,Funadhoo,7948425,hello.ocean.view@gmail.com
Guest House,Stay Sh. Goidhoo,Shaviyani,Goidhoo,9833886,stayshgoidhoo@gmail.com
Guest House,Turtle Retreat,Shaviyani,Goidhoo,7905588,turtleretreat.mv@gmail.com
Home Stay,3 in 1 Oasis,Shaviyani,Goidhoo,7772553,kuday2000@gmail.com
Guest House,Beachwalk Kanditheemu,Shaviyani,Kanditheemu,7956090,mauroofahmed@gmail.com
Guest House,Kethi Stay,Shaviyani,Lhaimagu,9990457,uhahs@icloud.com
Guest House,Gaskara Guesthouse,Shaviyani,Maroshi,9715855,ahmedwah.gaskara@gmail.com
Guest House,2020 Sandhaa,Shaviyani,Milandhoo,7914888,2020sandha@gmail.com
Guest House,Handhuvaru Maldives Sh.Milandhoo,Shaviyani,Milandhoo,799-9356,mohamedsimal7@gmail.com
Guest House,On The Beach Maldives,Thaa,Buruni,9791777,alyf.19@gmail.com
Guest House,Villa Buruni Maldives,Thaa,Buruni,7211043,info@villaburuni.com
Guest House,Villa Buruni Maldives Beach,Thaa,Buruni,7211043,hassanhabeebvs@gmail.com
Guest House,Bambukeyo Villa,Thaa,Gaadhiffushi,7976646,rageeb1304@gmail.com
Home Stay,Vaadhee Homestay,Thaa,Guraidhoo,7751594 / 7656662,hellotradepass@outlook.com
Guest House,Rihiveli Inn,Thaa,Kinbidhoo,7500675,rihiveliinn@gmail.com
Guest House,Dhoadhi Beach Maldives,Thaa,Omadhoo,9835888,dhoadhibeachinn@gmail.com
Guest House,Sky Inn Omadhoo,Thaa,Omadhoo,9730271,"info.skyinnomadhoo@gmail.com
reservations@skyinnomadhoo.com"
Guest House,Breeze Haven Surf Retreat,Thaa,Thimarafushi,9995707,wave.centralmaldives.pvtltd@gmail.com
Guest House,Finimas Residence,Thaa,Thimarafushi,"9111878
9980117",finimasresidence@gmail.com
Guest House,Stay Mikado,Thaa,Thimarafushi,9100413,stay@stayislands.mv
Guest House,Surf Haven Farms & Chambers,Thaa,Thimarafushi,7431411,sajubinan@gmail.com
Guest House,Mikado Break Inn,Thaa,Veymandoo,9121662,faxaexpress@gmail.com
Home Stay,Kayak Inn Vilufushi,Thaa,Vilufushi,9995657 /9394666,info@kayakinnvilufushi.com
Guest House,Finolhu Beach Guest House,Vaavu,Felidhoo,"7765689
9921252","info@finolhubeach@gmail.com
sales.islandholidaysafari@gmail.com"
Guest House,Kawaii Stay,Vaavu,Felidhoo,7776638,rameelym@gmail.com
Guest House,Oshi Boutique,Vaavu,Felidhoo,7776313,a.husham6313@gmail.com
Guest House,Tourist Inn Baani,Vaavu,Felidhoo,"7787586
7982897",baanimaldives@gmail.com
Guest House,Vaali Beach Lodge,Vaavu,Felidhoo,7908421,info@lvmhotels.com
Guest House,Aagali Beach,Vaavu,Fulidhoo,9101188,aagalibeach@gmail.com
Guest House,Alkina Lodge,Vaavu,Fulidhoo,"7647724 
9797958",silveen3150@gmail.com
Guest House,Atoll Retreat,Vaavu,Fulidhoo,7988958,info@atollretreat.mv
Guest House,Bougainvillea Inn,Vaavu,Fulidhoo,9996674,stay.bougainvilleainn@gmail.com
Guest House,Cowry Inn,Vaavu,Fulidhoo,9716444,cowryinn@gmail.com
Guest House,Eveylaa Guesthouse,Vaavu,Fulidhoo,7935444,eveyla01001@gmail.com
Guest House,Fulidhoo Ihaa Lodge,Vaavu,Fulidhoo,7940999,mfaiz789@gmail.com
Guest House,Fulidhoo La Perla Guest House,Vaavu,Fulidhoo,7955677,fulidhoolaperla@outlook.com
Guest House,Fulidhoo White Inn,Vaavu,Fulidhoo,7779527,fulidhoomuhaimin@gmail.com
Guest House,Galaxy Sunrise,Vaavu,Fulidhoo,9150518,bushreemabuni74@gmail.com
Guest House,Hathaa Retreat,Vaavu,Fulidhoo,7508867,zenithmoomin1@gmail.com
Guest House,Huvan Inn,Vaavu,Fulidhoo,9777751,ameego463@gmail.com
Guest House,Island Break,Vaavu,Fulidhoo,9969988,islandbreakmaldives@gmail.com
Guest House,Kinan Boutique,Vaavu,Fulidhoo,7797968,ramxi21@gmail.com
Guest House,Kinan Retreat,Vaavu,Fulidhoo,7797968,ramxi21@gmail.com
Guest House,Kunaa Beach Inn,Vaavu,Fulidhoo,7800090 / 7660241,kunaabeachinn70@gmail.com
Guest House,Like Home,Vaavu,Fulidhoo,7583888,zoebakker68@gmail.com
Guest House,"Luau Beach Inn, Maldives",Vaavu,Fulidhoo,7786641,info@luaubeachinnmaldives.com
Guest House,Madi Grand Guest House,Vaavu,Fulidhoo,7973131,madigrandmaldives@gmail.com
Guest House,Malas Island View,Vaavu,Fulidhoo,7996725,malasislandview1@gmail.com
Guest House,Royal Villa,Vaavu,Fulidhoo,7779944,info@royalvilla.mv
Guest House,Rushkokaa Beach Villa,Vaavu,Fulidhoo,9733336 / 7770211,hello@rushkokaa.com
Guest House,Seena Inn,Vaavu,Fulidhoo,7497593,info@seenainn.com
Guest House,The Pearl Seaview,Vaavu,Fulidhoo,7955677,ibfaaiz@gmail.com
Guest House,Thundi Sea View,Vaavu,Fulidhoo,7902139,sales@thundihotels.com
Guest House,Alba Lodge,Vaavu,Keyodhoo,9988828,rushdan@wishamlaw.com
Guest House,Blu Lodge,Vaavu,Keyodhoo,9358335,a20.guesthouse@gmail.com
Guest House,Boaveli Maldives Guest House,Vaavu,Keyodhoo,7895903,info@boavelimaldives.com
Guest House,Five Ens Lodge,Vaavu,Keyodhoo,7943731,nizar.keyodhoo@gmail.com
Guest House,Hevana,Vaavu,Keyodhoo,7722212,moosa.asim23@gmail.com
Guest House,Hevana Retreat,Vaavu,Keyodhoo,9681819,azzurrodibazooka@gmail.com
Guest House,Island Holiday Lodge,Vaavu,Keyodhoo,7504114,islandholidaylodge@gmail.com
Guest House,Jupiter Sunrise Lodge,Vaavu,Keyodhoo,7973856,info@jupiter-sunrise-lodge.com
Guest House,Koamas View,Vaavu,Keyodhoo,"9681817
9821894",azzurroali666@gmail.com
Guest House,Leaf Fish Guesthouse Maldives,Vaavu,Keyodhoo,9958884,info@leaffish-maldives.com
Guest House,Mantha View,Vaavu,Keyodhoo,9631506,booking@manthaview.com
Guest House,The Chill Inn,Vaavu,Keyodhoo,9899900,silverarrowmaldives@gmail.com
Guest House,Three Star Lodge,Vaavu,Keyodhoo,9555123,info.3starlodge@gmail.com
Guest House,Vaagali Inn,Vaavu,Keyodhoo,7957965,shaif.hassan@vaagaliinn.com
Guest House,Venus Villa,Vaavu,Keyodhoo,7802005,mohamedmaiz97@gmail.com
Guest House,White Maakanaa Lodge,Vaavu,Keyodhoo,7951965,adamibrahimzz@hotmail.com
Guest House,Wow Inn Keyodhoo,Vaavu,Keyodhoo,"94,437,317,943,731",Info@wowhotelkeyodhoo.com
Home Stay,Lotus Stay,Vaavu,Keyodhoo,7910194,jinahucen@gmail.com
Home Stay,Rose Stay,Vaavu,Keyodhoo,7732194,aalalirasheed@gmail.com
Guest House,Rattehi Inn at Rakeedhoo,Vaavu,Rakeedhoo,7900002,rattaa@gmail.com
Guest House,Akiri Grand,Vaavu,Thinadhoo,7944499,akirigrand@gmail.com
Guest House,Maldives Sunset Lodge and Village Guesthouse,Vaavu,Thinadhoo,7893093,info@maldivesunset.com
Guest House,Plumeria Sea View,Vaavu,Thinadhoo,"6706001 
9110880",info@plumeriamaldives.com
Guest House,Reethi Villa,Vaavu,Thinadhoo,9111712,reethivilla.maldives@gmail.com
Guest House,Stay Kora,Vaavu,Thinadhoo,7420900,maniu.md@hotmail.com
Guest House,Thari Fushi,Vaavu,Thinadhoo,7681271,info@tharifushi.com
Home Stay,Oyster Residence,Vaavu,Thinadhoo,7930303,m_shafaan@hotmail.com
Hotel,Ecoboo Maldives,Vaavu,Thinadhoo,"6706555
7842052",sithhath@gmail.com
